 table_schema |         table_name          |          column_name          |          data_type          | is_nullable |                        column_default                         |   primary_key   |   foreign_key    | foreign_table_schema |   foreign_table_name   | foreign_column_name 
 public       | oc_cards                    | addressbookid                 | bigint                      | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_cards                    | carddata                      | bytea                       | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_cards                    | uri                           | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_cards                    | lastmodified                  | bigint                      | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_cards                    | etag                          | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_cards                    | size                          | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_cards                    | uid                           | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_cards_properties         | id                            | bigint                      | NO          | nextval('oc_cards_properties_id_seq'::regclass)               | id              |                  |                      |                        | 
 public       | oc_cards_properties         | addressbookid                 | bigint                      | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_cards_properties         | cardid                        | bigint                      | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_cards_properties         | name                          | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_cards_properties         | value                         | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_cards_properties         | preferred                     | integer                     | NO          | 1                                                             |                 |                  |                      |                        | 
 public       | oc_circles_circle           | id                            | integer                     | NO          | nextval('oc_circles_circle_id_seq'::regclass)                 | id              |                  |                      |                        | 
 public       | oc_circles_circle           | unique_id                     | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_circle           | name                          | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_circle           | display_name                  | character varying           | YES         | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_circles_circle           | sanitized_name                | character varying           | YES         | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_circles_circle           | instance                      | character varying           | YES         | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_circles_circle           | config                        | integer                     | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_circle           | source                        | integer                     | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_circle           | settings                      | text                        | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_circle           | description                   | text                        | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_circle           | creation                      | timestamp without time zone | YES         | NULL::timestamp without time zone                             |                 |                  |                      |                        | 
 public       | oc_circles_circle           | contact_addressbook           | integer                     | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_circle           | contact_groupname             | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_circles_event            | token                         | character varying           | NO          |                                                               | token           |                  |                      |                        | 
 public       | oc_circles_event            | instance                      | character varying           | NO          |                                                               | instance        |                  |                      |                        | 
 public       | oc_circles_event            | event                         | text                        | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_event            | result                        | text                        | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_event            | interface                     | integer                     | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_circles_event            | severity                      | integer                     | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_event            | retry                         | integer                     | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_event            | status                        | integer                     | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_event            | updated                       | timestamp without time zone | YES         | NULL::timestamp without time zone                             |                 |                  |                      |                        | 
 public       | oc_circles_event            | creation                      | bigint                      | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_member           | id                            | integer                     | NO          | nextval('oc_circles_member_id_seq'::regclass)                 | id              |                  |                      |                        | 
 public       | oc_circles_member           | single_id                     | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_circles_member           | circle_id                     | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_member           | member_id                     | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_circles_member           | user_id                       | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_member           | user_type                     | smallint                    | NO          | 1                                                             |                 |                  |                      |                        | 
 public       | oc_circles_member           | instance                      | character varying           | YES         | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_circles_member           | invited_by                    | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_circles_member           | level                         | smallint                    | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_member           | status                        | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_circles_member           | note                          | text                        | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_member           | cached_name                   | character varying           | YES         | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_circles_member           | cached_update                 | timestamp without time zone | YES         | NULL::timestamp without time zone                             |                 |                  |                      |                        | 
 public       | oc_circles_member           | contact_id                    | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_circles_member           | contact_meta                  | text                        | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_member           | joined                        | timestamp without time zone | YES         | NULL::timestamp without time zone                             |                 |                  |                      |                        | 
 public       | oc_circles_membership       | circle_id                     | character varying           | NO          |                                                               | circle_id       |                  |                      |                        | 
 public       | oc_circles_membership       | single_id                     | character varying           | NO          |                                                               | single_id       |                  |                      |                        | 
 public       | oc_circles_membership       | level                         | integer                     | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_membership       | inheritance_first             | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_membership       | inheritance_last              | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_membership       | inheritance_depth             | integer                     | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_membership       | inheritance_path              | text                        | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_mount            | id                            | integer                     | NO          | nextval('oc_circles_mount_id_seq'::regclass)                  | id              |                  |                      |                        | 
 public       | oc_circles_mount            | mount_id                      | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_mount            | circle_id                     | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_mount            | single_id                     | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_mount            | token                         | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_circles_mount            | parent                        | integer                     | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_mount            | mountpoint                    | text                        | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_mount            | mountpoint_hash               | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_circles_mountpoint       | id                            | integer                     | NO          | nextval('oc_circles_mountpoint_id_seq'::regclass)             | id              |                  |                      |                        | 
 public       | oc_circles_mountpoint       | mount_id                      | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_mountpoint       | single_id                     | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_mountpoint       | mountpoint                    | text                        | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_mountpoint       | mountpoint_hash               | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_circles_remote           | id                            | integer                     | NO          | nextval('oc_circles_remote_id_seq'::regclass)                 | id              |                  |                      |                        | 
 public       | oc_circles_remote           | type                          | character varying           | NO          | 'Unknown'::character varying                                  |                 |                  |                      |                        | 
 public       | oc_circles_remote           | interface                     | integer                     | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_circles_remote           | uid                           | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_circles_remote           | instance                      | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_circles_remote           | href                          | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_circles_remote           | item                          | text                        | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_remote           | creation                      | timestamp without time zone | YES         | NULL::timestamp without time zone                             |                 |                  |                      |                        | 
 public       | oc_circles_share_lock       | id                            | integer                     | NO          | nextval('oc_circles_share_lock_id_seq'::regclass)             | id              |                  |                      |                        | 
 public       | oc_circles_share_lock       | item_id                       | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_share_lock       | circle_id                     | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_share_lock       | instance                      | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_token            | id                            | integer                     | NO          | nextval('oc_circles_token_id_seq'::regclass)                  | id              |                  |                      |                        | 
 public       | oc_circles_token            | share_id                      | integer                     | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_circles_token            | circle_id                     | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_circles_token            | single_id                     | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_circles_token            | member_id                     | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_circles_token            | token                         | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_circles_token            | password                      | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_circles_token            | accepted                      | integer                     | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_collres_accesscache      | user_id                       | character varying           | NO          |                                                               | user_id         |                  |                      |                        | 
 public       | oc_collres_accesscache      | collection_id                 | bigint                      | NO          | 0                                                             | collection_id   |                  |                      |                        | 
 public       | oc_collres_accesscache      | resource_type                 | character varying           | NO          | ''::character varying                                         | resource_type   |                  |                      |                        | 
 public       | oc_collres_accesscache      | resource_id                   | character varying           | NO          | ''::character varying                                         | resource_id     |                  |                      |                        | 
 public       | oc_collres_accesscache      | access                        | boolean                     | YES         | false                                                         |                 |                  |                      |                        | 
 public       | oc_collres_collections      | id                            | bigint                      | NO          | nextval('oc_collres_collections_id_seq'::regclass)            | id              |                  |                      |                        | 
 public       | oc_collres_collections      | name                          | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_collres_resources        | collection_id                 | bigint                      | NO          |                                                               | collection_id   |                  |                      |                        | 
 public       | oc_collres_resources        | resource_type                 | character varying           | NO          |                                                               | resource_type   |                  |                      |                        | 
 public       | oc_collres_resources        | resource_id                   | character varying           | NO          |                                                               | resource_id     |                  |                      |                        | 
 public       | oc_comments                 | id                            | bigint                      | NO          | nextval('oc_comments_id_seq'::regclass)                       | id              |                  |                      |                        | 
 public       | oc_comments                 | parent_id                     | bigint                      | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_comments                 | topmost_parent_id             | bigint                      | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_comments                 | children_count                | integer                     | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_comments                 | actor_type                    | character varying           | NO          | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_comments                 | actor_id                      | character varying           | NO          | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_comments                 | message                       | text                        | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_comments                 | verb                          | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_comments                 | creation_timestamp            | timestamp without time zone | YES         | NULL::timestamp without time zone                             |                 |                  |                      |                        | 
 public       | oc_comments                 | latest_child_timestamp        | timestamp without time zone | YES         | NULL::timestamp without time zone                             |                 |                  |                      |                        | 
 public       | oc_comments                 | object_type                   | character varying           | NO          | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_comments                 | object_id                     | character varying           | NO          | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_comments                 | reference_id                  | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_comments                 | reactions                     | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_comments                 | expire_date                   | timestamp without time zone | YES         | NULL::timestamp without time zone                             |                 |                  |                      |                        | 
 public       | oc_comments                 | meta_data                     | text                        | YES         | ''::text                                                      |                 |                  |                      |                        | 
 public       | oc_comments_read_markers    | user_id                       | character varying           | NO          | ''::character varying                                         | user_id         |                  |                      |                        | 
 public       | oc_comments_read_markers    | object_type                   | character varying           | NO          | ''::character varying                                         | object_type     |                  |                      |                        | 
 public       | oc_comments_read_markers    | object_id                     | character varying           | NO          | ''::character varying                                         | object_id       |                  |                      |                        | 
 public       | oc_comments_read_markers    | marker_datetime               | timestamp without time zone | YES         | NULL::timestamp without time zone                             |                 |                  |                      |                        | 
 public       | oc_dav_absence              | id                            | integer                     | NO          | nextval('oc_dav_absence_id_seq'::regclass)                    | id              |                  |                      |                        | 
 public       | oc_dav_absence              | user_id                       | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_dav_absence              | first_day                     | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_dav_absence              | last_day                      | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_dav_absence              | status                        | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_dav_absence              | message                       | text                        | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_dav_absence              | replacement_user_id           | character varying           | YES         | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_dav_absence              | replacement_user_display_name | character varying           | YES         | ''::character varying                                         |                 |                  |                      |                        | 
 public       | oc_dav_cal_proxy            | id                            | bigint                      | NO          | nextval('oc_dav_cal_proxy_id_seq'::regclass)                  | id              |                  |                      |                        | 
 public       | oc_dav_cal_proxy            | owner_id                      | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_dav_cal_proxy            | proxy_id                      | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_dav_cal_proxy            | permissions                   | integer                     | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_dav_shares               | id                            | bigint                      | NO          | nextval('oc_dav_shares_id_seq'::regclass)                     | id              |                  |                      |                        | 
 public       | oc_dav_shares               | principaluri                  | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_dav_shares               | type                          | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_dav_shares               | access                        | smallint                    | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_dav_shares               | resourceid                    | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_dav_shares               | publicuri                     | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_direct_edit              | id                            | bigint                      | NO          | nextval('oc_direct_edit_id_seq'::regclass)                    | id              |                  |                      |                        | 
 public       | oc_direct_edit              | editor_id                     | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_direct_edit              | token                         | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_direct_edit              | file_id                       | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_direct_edit              | user_id                       | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_direct_edit              | share_id                      | bigint                      | YES         |                                                               |                 |                  |                      |                        | 
 public       | oc_direct_edit              | timestamp                     | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_direct_edit              | accessed                      | boolean                     | YES         | false                                                         |                 |                  |                      |                        | 
 public       | oc_direct_edit              | file_path                     | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_directlink               | id                            | bigint                      | NO          | nextval('oc_directlink_id_seq'::regclass)                     | id              |                  |                      |                        | 
 public       | oc_directlink               | user_id                       | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_directlink               | file_id                       | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_directlink               | token                         | character varying           | YES         | NULL::character varying                                       |                 |                  |                      |                        | 
 public       | oc_directlink               | expiration                    | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_ex_apps                  | id                            | bigint                      | NO          | nextval('oc_ex_apps_id_seq'::regclass)                        | id              |                  |                      |                        | 
 public       | oc_ex_apps                  | appid                         | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_ex_apps                  | version                       | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_ex_apps                  | name                          | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_ex_apps                  | daemon_config_name            | character varying           | NO          | '0'::character varying                                        |                 |                  |                      |                        | 
 public       | oc_ex_apps                  | port                          | smallint                    | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_ex_apps                  | secret                        | character varying           | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_ex_apps                  | status                        | json                        | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_ex_apps                  | enabled                       | smallint                    | NO          | 0                                                             |                 |                  |                      |                        | 
 public       | oc_ex_apps                  | created_time                  | bigint                      | NO          |                                                               |                 |                  |                      |                        | 
 public       | oc_ex_apps_daemons          | id                            | bigint                      | NO          | nextval('oc_ex_apps_daemons_id_seq'::regclass)                | id              |                  |                      |                        | 
 public       | oc_ex_apps_daemons          | name                          | character varying           | NO          |                                                               |                 |                  |                      |                        | 
